read	barcode	distance
read7866	barcode7866	5
read7867	barcode7867	12
read7868	barcode7868	8
read7869	barcode7869	6
read7870	barcode7870	4
read7871	barcode7871	6
read7872	barcode7872	8
read7873	barcode7873	7
read7874	barcode7874	1
read7875	barcode7875	3
read7876	barcode7876	8
read7877	barcode7877	4
read7878	barcode7878	10
read7879	barcode7879	4
read7880	barcode7880	10
read7881	barcode7881	8
read7882	barcode7882	6
read7883	barcode7883	10
read7884	barcode7884	5
read7885	barcode7885	9
read7886	barcode7886	8
read7887	barcode7887	8
read7888	barcode7888	12
read7889	barcode7889	6
read7890	barcode7890	4
read7891	barcode7891	10
read7892	barcode7892	7
read7893	barcode7893	7
read7894	barcode7894	11
read7895	barcode7895	5
read7896	barcode7896	9
read7897	barcode7897	7
read7898	barcode7898	6
read7899	barcode7899	4
read7900	barcode7900	8
read7901	barcode7901	5
read7902	barcode7902	6
read7903	barcode7903	5
read7904	barcode7904	5
read7905	barcode7905	6
read7906	barcode7906	8
read7907	barcode7907	11
read7908	barcode7908	7
read7909	barcode7909	5
read7910	barcode7910	8
read7911	barcode7911	12
read7912	barcode7912	6
read7913	barcode7913	8
read7914	barcode7914	9
read7915	barcode7915	9
read7916	barcode7916	7
read7917	barcode7917	6
read7918	barcode7918	5
read7919	barcode7919	9
read7920	barcode7920	4
read7921	barcode7921	6
read7922	barcode7922	9
read7923	barcode7923	6
read7924	barcode7924	7
read7925	barcode7925	6
read7926	barcode7926	5
read7927	barcode7927	6
read7928	barcode7928	5
read7929	barcode7929	7
read7930	barcode7930	8
read7931	barcode7931	3
read7932	barcode7932	7
read7933	barcode7933	6
read7934	barcode7934	2
read7935	barcode7935	4
read7936	barcode7936	3
read7937	barcode7937	5
read7938	barcode7938	11
read7939	barcode7939	5
read7940	barcode7940	9
read7941	barcode7941	6
read7942	barcode7942	6
read7943	barcode7943	5
read7944	barcode7944	8
read7945	barcode7945	6
read7946	barcode7946	3
read7947	barcode7947	4
read7948	barcode7948	12
read7949	barcode7949	4
read7950	barcode7950	7
read7951	barcode7951	10
read7952	barcode7952	2
read7953	barcode7953	7
read7954	barcode7954	7
read7955	barcode7955	6
read7956	barcode7956	6
read7957	barcode7957	7
read7958	barcode7958	4
read7959	barcode7959	6
read7960	barcode7960	5
read7961	barcode7961	3
read7962	barcode7962	7
read7963	barcode7963	9
read7964	barcode7964	2
read7965	barcode7965	3
read7966	barcode7966	4
read7967	barcode7967	5
read7968	barcode7968	8
read7969	barcode7969	9
read7970	barcode7970	6
read7971	barcode7971	4
read7972	barcode7972	7
read7973	barcode7973	5
read7974	barcode7974	9
read7975	barcode7975	8
read7976	barcode7976	11
read7977	barcode7977	6
read7978	barcode7978	5
read7979	barcode7979	8
read7980	barcode7980	8
read7981	barcode7981	11
read7982	barcode7982	6
read7983	barcode7983	7
read7984	barcode7984	4
read7985	barcode7985	10
read7986	barcode7986	5
read7987	barcode7987	8
read7988	barcode7988	7
read7989	barcode7989	6
read7990	barcode7990	7
read7991	barcode7991	6
read7992	barcode7992	4
read7993	barcode7993	7
read7994	barcode7994	8
read7995	barcode7995	7
read7996	barcode7996	7
read7997	barcode7997	7
read7998	barcode7998	8
read7999	barcode7999	5
read8000	barcode8000	4
read8001	barcode8001	6
read8002	barcode8002	6
read8003	barcode8003	8
read8004	barcode8004	5
read8005	barcode8005	3
read8006	barcode8006	5
read8007	barcode8007	6
read8008	barcode8008	7
read8009	barcode8009	8
read8010	barcode8010	5
read8011	barcode8011	8
read8012	barcode8012	7
read8013	barcode8013	4
read8014	barcode8014	9
read8015	barcode8015	9
read8016	barcode8016	8
read8017	barcode8017	6
read8018	barcode8018	5
read8019	barcode8019	8
read8020	barcode8020	10
read8021	barcode8021	5
read8022	barcode8022	10
read8023	barcode8023	5
read8024	barcode8024	6
read8025	barcode8025	9
read8026	barcode8026	7
read8027	barcode8027	13
read8028	barcode8028	6
read8029	barcode8029	5
read8030	barcode8030	4
read8031	barcode8031	4
read8032	barcode8032	9
read8033	barcode8033	5
read8034	barcode8034	7
read8035	barcode8035	6
read8036	barcode8036	6
read8037	barcode8037	7
read8038	barcode8038	6
read8039	barcode8039	9
read8040	barcode8040	8
read8041	barcode8041	8
read8042	barcode8042	3
read8043	barcode8043	9
read8044	barcode8044	8
read8045	barcode8045	8
read8046	barcode8046	2
read8047	barcode8047	4
read8048	barcode8048	6
read8049	barcode8049	6
read8050	barcode8050	5
read8051	barcode8051	8
read8052	barcode8052	3
read8053	barcode8053	7
read8054	barcode8054	9
read8055	barcode8055	12
read8056	barcode8056	4
read8057	barcode8057	5
read8058	barcode8058	3
read8059	barcode8059	8
read8060	barcode8060	3
read8061	barcode8061	6
read8062	barcode8062	6
read8063	barcode8063	7
read8064	barcode8064	6
read8065	barcode8065	9
read8066	barcode8066	7
read8067	barcode8067	4
read8068	barcode8068	6
read8069	barcode8069	5
read8070	barcode8070	6
read8071	barcode8071	8
read8072	barcode8072	9
read8073	barcode8073	12
read8074	barcode8074	6
read8075	barcode8075	6
read8076	barcode8076	9
read8077	barcode8077	9
read8078	barcode8078	1
read8079	barcode8079	6
read8080	barcode8080	9
read8081	barcode8081	14
read8082	barcode8082	6
read8083	barcode8083	10
read8084	barcode8084	5
read8085	barcode8085	5
read8086	barcode8086	9
read8087	barcode8087	6
read8088	barcode8088	9
read8089	barcode8089	5
read8090	barcode8090	7
read8091	barcode8091	8
read8092	barcode8092	7
read8093	barcode8093	6
read8094	barcode8094	7
read8095	barcode8095	6
read8096	barcode8096	5
read8097	barcode8097	5
read8098	barcode8098	9
read8099	barcode8099	5
read8100	barcode8100	12
read8101	barcode8101	6
read8102	barcode8102	3
read8103	barcode8103	6
read8104	barcode8104	7
read8105	barcode8105	11
read8106	barcode8106	10
read8107	barcode8107	7
read8108	barcode8108	9
read8109	barcode8109	8
read8110	barcode8110	7
read8111	barcode8111	3
read8112	barcode8112	7
read8113	barcode8113	4
read8114	barcode8114	5
read8115	barcode8115	6
read8116	barcode8116	6
read8117	barcode8117	7
read8118	barcode8118	4
read8119	barcode8119	5
read8120	barcode8120	10
read8121	barcode8121	5
read8122	barcode8122	10
read8123	barcode8123	10
read8124	barcode8124	7
read8125	barcode8125	7
read8126	barcode8126	5
read8127	barcode8127	6
read8128	barcode8128	10
read8129	barcode8129	6
read8130	barcode8130	3
read8131	barcode8131	3
read8132	barcode8132	10
read8133	barcode8133	7
read8134	barcode8134	6
read8135	barcode8135	8
read8136	barcode8136	9
read8137	barcode8137	4
read8138	barcode8138	7
read8139	barcode8139	9
read8140	barcode8140	3
read8141	barcode8141	8
read8142	barcode8142	7
read8143	barcode8143	3
read8144	barcode8144	4
read8145	barcode8145	5
read8146	barcode8146	7
read8147	barcode8147	3
read8148	barcode8148	7
read8149	barcode8149	8
read8150	barcode8150	3
read8151	barcode8151	9
read8152	barcode8152	9
read8153	barcode8153	5
read8154	barcode8154	6
read8155	barcode8155	8
read8156	barcode8156	10
read8157	barcode8157	8
read8158	barcode8158	9
read8159	barcode8159	4
read8160	barcode8160	10
read8161	barcode8161	10
read8162	barcode8162	5
read8163	barcode8163	6
read8164	barcode8164	6
read8165	barcode8165	10
read8166	barcode8166	5
read8167	barcode8167	9
read8168	barcode8168	7
read8169	barcode8169	6
read8170	barcode8170	6
read8171	barcode8171	5
read8172	barcode8172	9
read8173	barcode8173	9
read8174	barcode8174	10
read8175	barcode8175	6
read8176	barcode8176	5
read8177	barcode8177	10
read8178	barcode8178	8
read8179	barcode8179	7
read8180	barcode8180	6
read8181	barcode8181	6
read8182	barcode8182	6
read8183	barcode8183	9
read8184	barcode8184	3
read8185	barcode8185	7
read8186	barcode8186	5
read8187	barcode8187	9
read8188	barcode8188	7
read8189	barcode8189	10
read8190	barcode8190	4
read8191	barcode8191	10
read8192	barcode8192	6
read8193	barcode8193	5
read8194	barcode8194	9
read8195	barcode8195	7
read8196	barcode8196	7
read8197	barcode8197	7
read8198	barcode8198	6
read8199	barcode8199	4
read8200	barcode8200	5
read8201	barcode8201	6
read8202	barcode8202	8
read8203	barcode8203	7
read8204	barcode8204	7
read8205	barcode8205	6
read8206	barcode8206	8
read8207	barcode8207	8
read8208	barcode8208	6
read8209	barcode8209	7
read8210	barcode8210	5
read8211	barcode8211	4
read8212	barcode8212	12
read8213	barcode8213	6
read8214	barcode8214	7
read8215	barcode8215	7
read8216	barcode8216	5
read8217	barcode8217	8
read8218	barcode8218	10
read8219	barcode8219	8
read8220	barcode8220	6
read8221	barcode8221	5
read8222	barcode8222	11
read8223	barcode8223	8
read8224	barcode8224	8
read8225	barcode8225	7
read8226	barcode8226	9
read8227	barcode8227	4
read8228	barcode8228	10
read8229	barcode8229	7
read8230	barcode8230	13
read8231	barcode8231	6
read8232	barcode8232	7
read8233	barcode8233	10
read8234	barcode8234	7
read8235	barcode8235	7
read8236	barcode8236	3
read8237	barcode8237	6
read8238	barcode8238	12
read8239	barcode8239	5
read8240	barcode8240	5
read8241	barcode8241	6
read8242	barcode8242	5
read8243	barcode8243	9
read8244	barcode8244	5
read8245	barcode8245	11
read8246	barcode8246	8
read8247	barcode8247	7
read8248	barcode8248	4
read8249	barcode8249	7
read8250	barcode8250	9
read8251	barcode8251	5
read8252	barcode8252	10
read8253	barcode8253	6
read8254	barcode8254	8
read8255	barcode8255	4
read8256	barcode8256	4
read8257	barcode8257	7
read8258	barcode8258	3
read8259	barcode8259	3
read8260	barcode8260	7
read8261	barcode8261	7
read8262	barcode8262	4
read8263	barcode8263	12
read8264	barcode8264	5
read8265	barcode8265	9
read8266	barcode8266	5
read8267	barcode8267	8
read8268	barcode8268	7
read8269	barcode8269	6
read8270	barcode8270	11
read8271	barcode8271	3
read8272	barcode8272	6
read8273	barcode8273	4
read8274	barcode8274	5
read8275	barcode8275	8
read8276	barcode8276	8
read8277	barcode8277	7
read8278	barcode8278	6
read8279	barcode8279	7
read8280	barcode8280	3
read8281	barcode8281	8
read8282	barcode8282	3
read8283	barcode8283	5
read8284	barcode8284	6
read8285	barcode8285	5
read8286	barcode8286	4
read8287	barcode8287	9
read8288	barcode8288	7
read8289	barcode8289	6
read8290	barcode8290	12
read8291	barcode8291	7
read8292	barcode8292	7
read8293	barcode8293	4
read8294	barcode8294	8
read8295	barcode8295	8
read8296	barcode8296	2
read8297	barcode8297	7
read8298	barcode8298	0
read8299	barcode8299	6
read8300	barcode8300	8
read8301	barcode8301	5
read8302	barcode8302	4
read8303	barcode8303	7
read8304	barcode8304	7
read8305	barcode8305	7
read8306	barcode8306	4
read8307	barcode8307	6
read8308	barcode8308	6
read8309	barcode8309	12
read8310	barcode8310	7
read8311	barcode8311	7
read8312	barcode8312	9
read8313	barcode8313	8
read8314	barcode8314	4
read8315	barcode8315	4
read8316	barcode8316	11
read8317	barcode8317	8
read8318	barcode8318	3
read8319	barcode8319	4
read8320	barcode8320	10
read8321	barcode8321	6
read8322	barcode8322	6
read8323	barcode8323	7
read8324	barcode8324	7
read8325	barcode8325	5
read8326	barcode8326	8
read8327	barcode8327	4
read8328	barcode8328	4
read8329	barcode8329	8
read8330	barcode8330	7
read8331	barcode8331	4
read8332	barcode8332	7
read8333	barcode8333	5
read8334	barcode8334	4
read8335	barcode8335	8
read8336	barcode8336	4
read8337	barcode8337	7
read8338	barcode8338	4
read8339	barcode8339	4
read8340	barcode8340	5
read8341	barcode8341	4
read8342	barcode8342	5
read8343	barcode8343	7
read8344	barcode8344	6
read8345	barcode8345	6
read8346	barcode8346	6
read8347	barcode8347	6
read8348	barcode8348	3
read8349	barcode8349	6
read8350	barcode8350	7
read8351	barcode8351	6
read8352	barcode8352	9
read8353	barcode8353	7
read8354	barcode8354	7
read8355	barcode8355	6
read8356	barcode8356	6
read8357	barcode8357	7
read8358	barcode8358	9
read8359	barcode8359	8
read8360	barcode8360	9
read8361	barcode8361	1
read8362	barcode8362	5
read8363	barcode8363	8
read8364	barcode8364	7
read8365	barcode8365	3
read8366	barcode8366	6
read8367	barcode8367	6
read8368	barcode8368	7
read8369	barcode8369	6
read8370	barcode8370	8
read8371	barcode8371	2
read8372	barcode8372	9
read8373	barcode8373	7
read8374	barcode8374	6
read8375	barcode8375	6
read8376	barcode8376	5
read8377	barcode8377	11
read8378	barcode8378	5
read8379	barcode8379	5
read8380	barcode8380	7
read8381	barcode8381	8
read8382	barcode8382	3
read8383	barcode8383	8
read8384	barcode8384	7
read8385	barcode8385	11
read8386	barcode8386	7
read8387	barcode8387	5
read8388	barcode8388	9
read8389	barcode8389	9
read8390	barcode8390	7
read8391	barcode8391	5
read8392	barcode8392	7
read8393	barcode8393	8
read8394	barcode8394	9
read8395	barcode8395	5
read8396	barcode8396	7
read8397	barcode8397	3
read8398	barcode8398	2
read8399	barcode8399	7
read8400	barcode8400	6
read8401	barcode8401	7
read8402	barcode8402	8
read8403	barcode8403	6
read8404	barcode8404	5
read8405	barcode8405	8
read8406	barcode8406	6
read8407	barcode8407	4
read8408	barcode8408	4
read8409	barcode8409	8
read8410	barcode8410	10
read8411	barcode8411	9
read8412	barcode8412	1
read8413	barcode8413	9
read8414	barcode8414	6
read8415	barcode8415	2
read8416	barcode8416	5
read8417	barcode8417	5
read8418	barcode8418	2
read8419	barcode8419	8
read8420	barcode8420	7
read8421	barcode8421	3
read8422	barcode8422	4
read8423	barcode8423	7
read8424	barcode8424	9
read8425	barcode8425	8
read8426	barcode8426	4
read8427	barcode8427	8
read8428	barcode8428	5
read8429	barcode8429	6
read8430	barcode8430	6
read8431	barcode8431	6
read8432	barcode8432	6
read8433	barcode8433	4
read8434	barcode8434	11
read8435	barcode8435	10
read8436	barcode8436	7
read8437	barcode8437	9
read8438	barcode8438	8
read8439	barcode8439	10
read8440	barcode8440	3
read8441	barcode8441	8
read8442	barcode8442	3
read8443	barcode8443	5
read8444	barcode8444	9
read8445	barcode8445	5
read8446	barcode8446	8
read8447	barcode8447	5
read8448	barcode8448	9
read8449	barcode8449	5
read8450	barcode8450	4
read8451	barcode8451	5
read8452	barcode8452	5
read8453	barcode8453	4
read8454	barcode8454	9
read8455	barcode8455	9
read8456	barcode8456	6
read8457	barcode8457	4
read8458	barcode8458	8
read8459	barcode8459	8
read8460	barcode8460	6
read8461	barcode8461	12
read8462	barcode8462	7
read8463	barcode8463	12
read8464	barcode8464	8
read8465	barcode8465	6
read8466	barcode8466	4
read8467	barcode8467	10
read8468	barcode8468	6
read8469	barcode8469	9
read8470	barcode8470	9
read8471	barcode8471	7
read8472	barcode8472	8
read8473	barcode8473	7
read8474	barcode8474	9
read8475	barcode8475	6
read8476	barcode8476	4
read8477	barcode8477	3
read8478	barcode8478	6
read8479	barcode8479	5
read8480	barcode8480	6
read8481	barcode8481	6
read8482	barcode8482	4
read8483	barcode8483	8
read8484	barcode8484	6
read8485	barcode8485	11
read8486	barcode8486	8
read8487	barcode8487	8
read8488	barcode8488	6
read8489	barcode8489	6
read8490	barcode8490	7
read8491	barcode8491	6
read8492	barcode8492	7
read8493	barcode8493	6
read8494	barcode8494	3
read8495	barcode8495	5
read8496	barcode8496	3
read8497	barcode8497	4
read8498	barcode8498	4
read8499	barcode8499	4
read8500	barcode8500	9
read8501	barcode8501	4
read8502	barcode8502	4
read8503	barcode8503	11
read8504	barcode8504	4
read8505	barcode8505	12
read8506	barcode8506	8
read8507	barcode8507	6
read8508	barcode8508	7
read8509	barcode8509	9
read8510	barcode8510	8
read8511	barcode8511	4
read8512	barcode8512	5
read8513	barcode8513	7
read8514	barcode8514	9
read8515	barcode8515	8
read8516	barcode8516	3
read8517	barcode8517	4
read8518	barcode8518	6
read8519	barcode8519	10
read8520	barcode8520	6
read8521	barcode8521	5
read8522	barcode8522	9
read8523	barcode8523	7
read8524	barcode8524	6
read8525	barcode8525	9
read8526	barcode8526	8
read8527	barcode8527	8
read8528	barcode8528	1
read8529	barcode8529	8
read8530	barcode8530	5
read8531	barcode8531	6
read8532	barcode8532	5
read8533	barcode8533	3
read8534	barcode8534	6
read8535	barcode8535	12
read8536	barcode8536	5
read8537	barcode8537	7
read8538	barcode8538	8
read8539	barcode8539	3
read8540	barcode8540	12
read8541	barcode8541	11
read8542	barcode8542	5
read8543	barcode8543	5
read8544	barcode8544	5
read8545	barcode8545	6
read8546	barcode8546	10
read8547	barcode8547	7
read8548	barcode8548	6
read8549	barcode8549	6
read8550	barcode8550	12
read8551	barcode8551	6
read8552	barcode8552	6
read8553	barcode8553	7
read8554	barcode8554	5
read8555	barcode8555	6
read8556	barcode8556	3
read8557	barcode8557	4
read8558	barcode8558	5
read8559	barcode8559	7
read8560	barcode8560	7
read8561	barcode8561	3
read8562	barcode8562	5
read8563	barcode8563	6
read8564	barcode8564	7
read8565	barcode8565	7
read8566	barcode8566	3
read8567	barcode8567	9
read8568	barcode8568	8
read8569	barcode8569	3
read8570	barcode8570	7
read8571	barcode8571	7
read8572	barcode8572	4
read8573	barcode8573	9
read8574	barcode8574	7
read8575	barcode8575	7
read8576	barcode8576	11
read8577	barcode8577	4
read8578	barcode8578	5
read8579	barcode8579	6
read8580	barcode8580	5
read8581	barcode8581	8
read8582	barcode8582	6
read8583	barcode8583	6
read8584	barcode8584	8
read8585	barcode8585	4
read8586	barcode8586	8
read8587	barcode8587	3
read8588	barcode8588	7
read8589	barcode8589	6
read8590	barcode8590	5
read8591	barcode8591	6
read8592	barcode8592	7
read8593	barcode8593	6
read8594	barcode8594	3
read8595	barcode8595	3
read8596	barcode8596	3
read8597	barcode8597	9
read8598	barcode8598	4
read8599	barcode8599	5
read8600	barcode8600	6
read8601	barcode8601	3
read8602	barcode8602	8
read8603	barcode8603	8
read8604	barcode8604	9
read8605	barcode8605	8
read8606	barcode8606	5
read8607	barcode8607	6
read8608	barcode8608	8
read8609	barcode8609	7
read8610	barcode8610	2
read8611	barcode8611	5
read8612	barcode8612	6
read8613	barcode8613	5
read8614	barcode8614	8
read8615	barcode8615	3
read8616	barcode8616	3
read8617	barcode8617	5
read8618	barcode8618	6
read8619	barcode8619	10
read8620	barcode8620	7
read8621	barcode8621	10
read8622	barcode8622	6
read8623	barcode8623	5
read8624	barcode8624	5
read8625	barcode8625	5
read8626	barcode8626	7
read8627	barcode8627	5
read8628	barcode8628	5
read8629	barcode8629	6
read8630	barcode8630	9
read8631	barcode8631	4
read8632	barcode8632	4
read8633	barcode8633	8
read8634	barcode8634	10
read8635	barcode8635	8
read8636	barcode8636	9
read8637	barcode8637	6
read8638	barcode8638	8
read8639	barcode8639	5
read8640	barcode8640	7
read8641	barcode8641	7
read8642	barcode8642	9
read8643	barcode8643	6
read8644	barcode8644	9
read8645	barcode8645	4
read8646	barcode8646	7
read8647	barcode8647	6
read8648	barcode8648	5
read8649	barcode8649	8
read8650	barcode8650	6
read8651	barcode8651	7
read8652	barcode8652	9
read8653	barcode8653	8
read8654	barcode8654	4
read8655	barcode8655	4
read8656	barcode8656	2
read8657	barcode8657	5
read8658	barcode8658	9
read8659	barcode8659	9
read8660	barcode8660	6
read8661	barcode8661	5
read8662	barcode8662	7
read8663	barcode8663	7
read8664	barcode8664	4
read8665	barcode8665	9
read8666	barcode8666	7
read8667	barcode8667	11
read8668	barcode8668	6
read8669	barcode8669	10
read8670	barcode8670	6
read8671	barcode8671	6
read8672	barcode8672	7
read8673	barcode8673	7
read8674	barcode8674	7
read8675	barcode8675	4
read8676	barcode8676	7
read8677	barcode8677	9
read8678	barcode8678	9
read8679	barcode8679	6
read8680	barcode8680	5
read8681	barcode8681	5
read8682	barcode8682	7
read8683	barcode8683	8
read8684	barcode8684	7
read8685	barcode8685	6
read8686	barcode8686	6
read8687	barcode8687	8
read8688	barcode8688	9
read8689	barcode8689	7
read8690	barcode8690	8
read8691	barcode8691	7
read8692	barcode8692	6
read8693	barcode8693	6
read8694	barcode8694	12
read8695	barcode8695	7
read8696	barcode8696	8
read8697	barcode8697	7
read8698	barcode8698	6
read8699	barcode8699	9
read8700	barcode8700	8
read8701	barcode8701	9
read8702	barcode8702	12
read8703	barcode8703	5
read8704	barcode8704	6
read8705	barcode8705	4
read8706	barcode8706	6
read8707	barcode8707	7
read8708	barcode8708	4
read8709	barcode8709	6
read8710	barcode8710	2
read8711	barcode8711	3
read8712	barcode8712	5
read8713	barcode8713	5
read8714	barcode8714	8
read8715	barcode8715	3
read8716	barcode8716	10
read8717	barcode8717	7
read8718	barcode8718	6
read8719	barcode8719	5
read8720	barcode8720	7
read8721	barcode8721	3
read8722	barcode8722	8
read8723	barcode8723	8
read8724	barcode8724	7
read8725	barcode8725	4
read8726	barcode8726	13
read8727	barcode8727	5
read8728	barcode8728	9
read8729	barcode8729	8
read8730	barcode8730	9
read8731	barcode8731	6
read8732	barcode8732	6
read8733	barcode8733	7
read8734	barcode8734	5
read8735	barcode8735	7
read8736	barcode8736	9
read8737	barcode8737	7
read8738	barcode8738	2
read8739	barcode8739	7
read8740	barcode8740	8
read8741	barcode8741	4
read8742	barcode8742	6
read8743	barcode8743	6
read8744	barcode8744	8
read8745	barcode8745	3
read8746	barcode8746	3
read8747	barcode8747	5
read8748	barcode8748	5
read8749	barcode8749	8
read8750	barcode8750	8
read8751	barcode8751	7
read8752	barcode8752	9
read8753	barcode8753	7
read8754	barcode8754	7
read8755	barcode8755	8
read8756	barcode8756	10
read8757	barcode8757	2
read8758	barcode8758	6
read8759	barcode8759	7
read8760	barcode8760	6
read8761	barcode8761	5
read8762	barcode8762	8
read8763	barcode8763	3
read8764	barcode8764	4
read8765	barcode8765	5
read8766	barcode8766	4
read8767	barcode8767	10
read8768	barcode8768	8
read8769	barcode8769	8
read8770	barcode8770	8
read8771	barcode8771	8
read8772	barcode8772	6
read8773	barcode8773	10
read8774	barcode8774	8
read8775	barcode8775	7
read8776	barcode8776	8
read8777	barcode8777	10
read8778	barcode8778	3
read8779	barcode8779	8
read8780	barcode8780	7
read8781	barcode8781	2
read8782	barcode8782	5
read8783	barcode8783	3
read8784	barcode8784	5
read8785	barcode8785	6
read8786	barcode8786	8
read8787	barcode8787	11
read8788	barcode8788	4
read8789	barcode8789	6
read8790	barcode8790	6
read8791	barcode8791	12
read8792	barcode8792	8
read8793	barcode8793	5
read8794	barcode8794	9
read8795	barcode8795	9
read8796	barcode8796	7
read8797	barcode8797	4
read8798	barcode8798	5
read8799	barcode8799	5
read8800	barcode8800	5
read8801	barcode8801	3
read8802	barcode8802	6
read8803	barcode8803	6
read8804	barcode8804	3
read8805	barcode8805	3
read8806	barcode8806	5
read8807	barcode8807	7
read8808	barcode8808	6
read8809	barcode8809	7
read8810	barcode8810	6
read8811	barcode8811	4
read8812	barcode8812	6
read8813	barcode8813	7
read8814	barcode8814	10
read8815	barcode8815	6
read8816	barcode8816	9
read8817	barcode8817	10
read8818	barcode8818	5
read8819	barcode8819	6
read8820	barcode8820	5
read8821	barcode8821	6
read8822	barcode8822	9
read8823	barcode8823	12
read8824	barcode8824	2
read8825	barcode8825	4
read8826	barcode8826	9
read8827	barcode8827	4
read8828	barcode8828	8
read8829	barcode8829	9
read8830	barcode8830	8
read8831	barcode8831	5
read8832	barcode8832	6
read8833	barcode8833	8
read8834	barcode8834	9
read8835	barcode8835	8
read8836	barcode8836	7
read8837	barcode8837	6
read8838	barcode8838	2
read8839	barcode8839	7
read8840	barcode8840	3
read8841	barcode8841	7
read8842	barcode8842	8
read8843	barcode8843	7
read8844	barcode8844	9
read8845	barcode8845	3
read8846	barcode8846	5
read8847	barcode8847	6
read8848	barcode8848	5
read8849	barcode8849	6
read8850	barcode8850	9
read8851	barcode8851	5
read8852	barcode8852	10
read8853	barcode8853	5
read8854	barcode8854	10
read8855	barcode8855	5
read8856	barcode8856	8
read8857	barcode8857	6
read8858	barcode8858	6
read8859	barcode8859	2
read8860	barcode8860	10
read8861	barcode8861	9
read8862	barcode8862	8
read8863	barcode8863	6
read8864	barcode8864	6
read8865	barcode8865	5
read8866	barcode8866	3
read8867	barcode8867	5
read8868	barcode8868	6
read8869	barcode8869	7
read8870	barcode8870	4
read8871	barcode8871	6
read8872	barcode8872	4
read8873	barcode8873	7
read8874	barcode8874	4
read8875	barcode8875	4
read8876	barcode8876	7
read8877	barcode8877	7
read8878	barcode8878	4
read8879	barcode8879	9
read8880	barcode8880	7
read8881	barcode8881	9
read8882	barcode8882	3
read8883	barcode8883	8
read8884	barcode8884	6
read8885	barcode8885	9
read8886	barcode8886	3
read8887	barcode8887	5
read8888	barcode8888	11
read8889	barcode8889	8
read8890	barcode8890	6
read8891	barcode8891	6
read8892	barcode8892	7
read8893	barcode8893	5
read8894	barcode8894	8
read8895	barcode8895	6
read8896	barcode8896	3
read8897	barcode8897	1
read8898	barcode8898	5
read8899	barcode8899	6
read8900	barcode8900	7
read8901	barcode8901	8
read8902	barcode8902	8
read8903	barcode8903	2
read8904	barcode8904	4
read8905	barcode8905	7
read8906	barcode8906	5
read8907	barcode8907	5
read8908	barcode8908	12
read8909	barcode8909	6
read8910	barcode8910	4
read8911	barcode8911	9
read8912	barcode8912	7
read8913	barcode8913	5
read8914	barcode8914	3
read8915	barcode8915	3
read8916	barcode8916	8
read8917	barcode8917	5
read8918	barcode8918	12
read8919	barcode8919	6
read8920	barcode8920	9
read8921	barcode8921	5
read8922	barcode8922	9
read8923	barcode8923	7
read8924	barcode8924	7
read8925	barcode8925	6
read8926	barcode8926	7
read8927	barcode8927	3
read8928	barcode8928	3
read8929	barcode8929	7
read8930	barcode8930	2
read8931	barcode8931	9
read8932	barcode8932	5
read8933	barcode8933	6
read8934	barcode8934	4
read8935	barcode8935	3
read8936	barcode8936	7
read8937	barcode8937	8
read8938	barcode8938	6
read8939	barcode8939	9
read8940	barcode8940	6
read8941	barcode8941	5
read8942	barcode8942	7
read8943	barcode8943	3
read8944	barcode8944	7
read8945	barcode8945	3
read8946	barcode8946	7
read8947	barcode8947	10
read8948	barcode8948	6
read8949	barcode8949	9
read8950	barcode8950	7
read8951	barcode8951	4
read8952	barcode8952	6
read8953	barcode8953	9
read8954	barcode8954	4
read8955	barcode8955	7
read8956	barcode8956	7
read8957	barcode8957	6
read8958	barcode8958	7
read8959	barcode8959	8
read8960	barcode8960	10
read8961	barcode8961	5
read8962	barcode8962	6
read8963	barcode8963	6
read8964	barcode8964	6
read8965	barcode8965	7
read8966	barcode8966	3
read8967	barcode8967	6
read8968	barcode8968	6
read8969	barcode8969	4
read8970	barcode8970	10
read8971	barcode8971	11
read8972	barcode8972	10
read8973	barcode8973	8
read8974	barcode8974	7
read8975	barcode8975	5
read8976	barcode8976	5
read8977	barcode8977	6
read8978	barcode8978	5
read8979	barcode8979	5
read8980	barcode8980	10
read8981	barcode8981	4
read8982	barcode8982	3
read8983	barcode8983	5
read8984	barcode8984	7
read8985	barcode8985	6
read8986	barcode8986	9
read8987	barcode8987	7
read8988	barcode8988	4
read8989	barcode8989	4
read8990	barcode8990	12
read8991	barcode8991	9
read8992	barcode8992	5
read8993	barcode8993	4
read8994	barcode8994	9
read8995	barcode8995	9
read8996	barcode8996	4
read8997	barcode8997	10
read8998	barcode8998	6
read8999	barcode8999	5
read9000	barcode9000	12
read9001	barcode9001	6
read9002	barcode9002	8
read9003	barcode9003	5
read9004	barcode9004	2
read9005	barcode9005	4
read9006	barcode9006	5
read9007	barcode9007	7
read9008	barcode9008	10
read9009	barcode9009	9
read9010	barcode9010	13
read9011	barcode9011	6
read9012	barcode9012	10
read9013	barcode9013	8
read9014	barcode9014	6
read9015	barcode9015	6
read9016	barcode9016	6
read9017	barcode9017	5
read9018	barcode9018	14
read9019	barcode9019	7
read9020	barcode9020	9
read9021	barcode9021	8
read9022	barcode9022	7
read9023	barcode9023	6
read9024	barcode9024	5
read9025	barcode9025	4
read9026	barcode9026	9
read9027	barcode9027	7
read9028	barcode9028	6
read9029	barcode9029	9
read9030	barcode9030	9
