read	barcode	distance
read78635	barcode78635	4
read78636	barcode78636	3
read78637	barcode78637	3
read78638	barcode78638	8
read78639	barcode78639	3
read78640	barcode78640	12
read78641	barcode78641	2
read78642	barcode78642	6
read78643	barcode78643	6
read78644	barcode78644	5
read78645	barcode78645	6
read78646	barcode78646	4
read78647	barcode78647	9
read78648	barcode78648	11
read78649	barcode78649	6
read78650	barcode78650	3
read78651	barcode78651	11
read78652	barcode78652	6
read78653	barcode78653	8
read78654	barcode78654	4
read78655	barcode78655	8
read78656	barcode78656	12
read78657	barcode78657	6
read78658	barcode78658	8
read78659	barcode78659	9
read78660	barcode78660	7
read78661	barcode78661	3
read78662	barcode78662	6
read78663	barcode78663	9
read78664	barcode78664	8
read78665	barcode78665	6
read78666	barcode78666	5
read78667	barcode78667	5
read78668	barcode78668	7
read78669	barcode78669	4
read78670	barcode78670	6
read78671	barcode78671	5
read78672	barcode78672	7
read78673	barcode78673	7
read78674	barcode78674	9
read78675	barcode78675	7
read78676	barcode78676	6
read78677	barcode78677	5
read78678	barcode78678	6
read78679	barcode78679	7
read78680	barcode78680	7
read78681	barcode78681	10
read78682	barcode78682	6
read78683	barcode78683	7
read78684	barcode78684	5
read78685	barcode78685	3
read78686	barcode78686	6
read78687	barcode78687	10
read78688	barcode78688	6
read78689	barcode78689	9
read78690	barcode78690	8
read78691	barcode78691	7
read78692	barcode78692	7
read78693	barcode78693	9
read78694	barcode78694	8
read78695	barcode78695	8
read78696	barcode78696	7
read78697	barcode78697	6
read78698	barcode78698	8
read78699	barcode78699	6
read78700	barcode78700	6
read78701	barcode78701	2
read78702	barcode78702	8
read78703	barcode78703	4
read78704	barcode78704	6
read78705	barcode78705	8
read78706	barcode78706	9
read78707	barcode78707	8
read78708	barcode78708	9
read78709	barcode78709	2
read78710	barcode78710	7
read78711	barcode78711	6
read78712	barcode78712	8
read78713	barcode78713	5
read78714	barcode78714	4
read78715	barcode78715	9
read78716	barcode78716	8
read78717	barcode78717	10
read78718	barcode78718	5
read78719	barcode78719	6
read78720	barcode78720	4
read78721	barcode78721	5
read78722	barcode78722	7
read78723	barcode78723	5
read78724	barcode78724	8
read78725	barcode78725	7
read78726	barcode78726	9
read78727	barcode78727	9
read78728	barcode78728	6
read78729	barcode78729	7
read78730	barcode78730	5
read78731	barcode78731	7
read78732	barcode78732	4
read78733	barcode78733	11
read78734	barcode78734	8
read78735	barcode78735	4
read78736	barcode78736	9
read78737	barcode78737	5
read78738	barcode78738	5
read78739	barcode78739	3
read78740	barcode78740	4
read78741	barcode78741	7
read78742	barcode78742	10
read78743	barcode78743	4
read78744	barcode78744	8
read78745	barcode78745	7
read78746	barcode78746	4
read78747	barcode78747	8
read78748	barcode78748	8
read78749	barcode78749	7
read78750	barcode78750	8
read78751	barcode78751	10
read78752	barcode78752	4
read78753	barcode78753	7
read78754	barcode78754	6
read78755	barcode78755	6
read78756	barcode78756	6
read78757	barcode78757	7
read78758	barcode78758	4
read78759	barcode78759	8
read78760	barcode78760	4
read78761	barcode78761	5
read78762	barcode78762	8
read78763	barcode78763	10
read78764	barcode78764	3
read78765	barcode78765	8
read78766	barcode78766	6
read78767	barcode78767	9
read78768	barcode78768	8
read78769	barcode78769	6
read78770	barcode78770	6
read78771	barcode78771	7
read78772	barcode78772	10
read78773	barcode78773	5
read78774	barcode78774	4
read78775	barcode78775	7
read78776	barcode78776	5
read78777	barcode78777	8
read78778	barcode78778	8
read78779	barcode78779	9
read78780	barcode78780	6
read78781	barcode78781	7
read78782	barcode78782	10
read78783	barcode78783	8
read78784	barcode78784	6
read78785	barcode78785	7
read78786	barcode78786	6
read78787	barcode78787	9
read78788	barcode78788	10
read78789	barcode78789	4
read78790	barcode78790	6
read78791	barcode78791	8
read78792	barcode78792	4
read78793	barcode78793	8
read78794	barcode78794	11
read78795	barcode78795	8
read78796	barcode78796	7
read78797	barcode78797	4
read78798	barcode78798	4
read78799	barcode78799	3
read78800	barcode78800	7
read78801	barcode78801	12
read78802	barcode78802	4
read78803	barcode78803	9
read78804	barcode78804	12
read78805	barcode78805	6
read78806	barcode78806	6
read78807	barcode78807	3
read78808	barcode78808	6
read78809	barcode78809	10
read78810	barcode78810	6
read78811	barcode78811	7
read78812	barcode78812	6
read78813	barcode78813	7
read78814	barcode78814	5
read78815	barcode78815	7
read78816	barcode78816	8
read78817	barcode78817	8
read78818	barcode78818	8
read78819	barcode78819	5
read78820	barcode78820	9
read78821	barcode78821	10
read78822	barcode78822	6
read78823	barcode78823	4
read78824	barcode78824	7
read78825	barcode78825	7
read78826	barcode78826	9
read78827	barcode78827	9
read78828	barcode78828	7
read78829	barcode78829	8
read78830	barcode78830	7
read78831	barcode78831	7
read78832	barcode78832	8
read78833	barcode78833	6
read78834	barcode78834	4
read78835	barcode78835	7
read78836	barcode78836	4
read78837	barcode78837	6
read78838	barcode78838	8
read78839	barcode78839	7
read78840	barcode78840	7
read78841	barcode78841	5
read78842	barcode78842	7
read78843	barcode78843	5
read78844	barcode78844	5
read78845	barcode78845	9
read78846	barcode78846	8
read78847	barcode78847	4
read78848	barcode78848	7
read78849	barcode78849	6
read78850	barcode78850	2
read78851	barcode78851	6
read78852	barcode78852	7
read78853	barcode78853	6
read78854	barcode78854	8
read78855	barcode78855	5
read78856	barcode78856	10
read78857	barcode78857	7
read78858	barcode78858	6
read78859	barcode78859	4
read78860	barcode78860	8
read78861	barcode78861	2
read78862	barcode78862	3
read78863	barcode78863	7
read78864	barcode78864	8
read78865	barcode78865	4
read78866	barcode78866	8
read78867	barcode78867	4
read78868	barcode78868	9
read78869	barcode78869	7
read78870	barcode78870	6
read78871	barcode78871	5
read78872	barcode78872	7
read78873	barcode78873	7
read78874	barcode78874	8
read78875	barcode78875	5
read78876	barcode78876	5
read78877	barcode78877	4
read78878	barcode78878	8
read78879	barcode78879	6
read78880	barcode78880	9
read78881	barcode78881	4
read78882	barcode78882	9
read78883	barcode78883	5
read78884	barcode78884	5
read78885	barcode78885	4
read78886	barcode78886	5
read78887	barcode78887	9
read78888	barcode78888	3
read78889	barcode78889	6
read78890	barcode78890	6
read78891	barcode78891	4
read78892	barcode78892	9
read78893	barcode78893	6
read78894	barcode78894	9
read78895	barcode78895	7
read78896	barcode78896	6
read78897	barcode78897	9
read78898	barcode78898	4
read78899	barcode78899	9
read78900	barcode78900	5
read78901	barcode78901	10
read78902	barcode78902	6
read78903	barcode78903	10
read78904	barcode78904	12
read78905	barcode78905	11
read78906	barcode78906	6
read78907	barcode78907	4
read78908	barcode78908	9
read78909	barcode78909	2
read78910	barcode78910	7
read78911	barcode78911	8
read78912	barcode78912	11
read78913	barcode78913	10
read78914	barcode78914	5
read78915	barcode78915	6
read78916	barcode78916	7
read78917	barcode78917	7
read78918	barcode78918	6
read78919	barcode78919	7
read78920	barcode78920	9
read78921	barcode78921	4
read78922	barcode78922	9
read78923	barcode78923	8
read78924	barcode78924	6
read78925	barcode78925	8
read78926	barcode78926	4
read78927	barcode78927	4
read78928	barcode78928	5
read78929	barcode78929	8
read78930	barcode78930	8
read78931	barcode78931	5
read78932	barcode78932	5
read78933	barcode78933	7
read78934	barcode78934	5
read78935	barcode78935	6
read78936	barcode78936	8
read78937	barcode78937	6
read78938	barcode78938	8
read78939	barcode78939	3
read78940	barcode78940	6
read78941	barcode78941	11
read78942	barcode78942	11
read78943	barcode78943	6
read78944	barcode78944	9
read78945	barcode78945	7
read78946	barcode78946	4
read78947	barcode78947	8
read78948	barcode78948	5
read78949	barcode78949	3
read78950	barcode78950	2
read78951	barcode78951	4
read78952	barcode78952	3
read78953	barcode78953	5
read78954	barcode78954	4
read78955	barcode78955	4
read78956	barcode78956	9
read78957	barcode78957	5
read78958	barcode78958	7
read78959	barcode78959	9
read78960	barcode78960	7
read78961	barcode78961	9
read78962	barcode78962	5
read78963	barcode78963	9
read78964	barcode78964	6
read78965	barcode78965	8
read78966	barcode78966	7
read78967	barcode78967	3
read78968	barcode78968	5
read78969	barcode78969	8
read78970	barcode78970	6
read78971	barcode78971	8
read78972	barcode78972	6
read78973	barcode78973	7
read78974	barcode78974	9
read78975	barcode78975	7
read78976	barcode78976	2
read78977	barcode78977	4
read78978	barcode78978	11
read78979	barcode78979	3
read78980	barcode78980	8
read78981	barcode78981	6
read78982	barcode78982	12
read78983	barcode78983	3
read78984	barcode78984	7
read78985	barcode78985	5
read78986	barcode78986	6
read78987	barcode78987	7
read78988	barcode78988	7
read78989	barcode78989	11
read78990	barcode78990	11
read78991	barcode78991	7
read78992	barcode78992	8
read78993	barcode78993	6
read78994	barcode78994	5
read78995	barcode78995	4
read78996	barcode78996	5
read78997	barcode78997	5
read78998	barcode78998	8
read78999	barcode78999	8
read79000	barcode79000	9
read79001	barcode79001	8
read79002	barcode79002	6
read79003	barcode79003	7
read79004	barcode79004	11
read79005	barcode79005	5
read79006	barcode79006	9
read79007	barcode79007	9
read79008	barcode79008	8
read79009	barcode79009	6
read79010	barcode79010	10
read79011	barcode79011	5
read79012	barcode79012	4
read79013	barcode79013	8
read79014	barcode79014	6
read79015	barcode79015	6
read79016	barcode79016	5
read79017	barcode79017	6
read79018	barcode79018	3
read79019	barcode79019	6
read79020	barcode79020	7
read79021	barcode79021	8
read79022	barcode79022	2
read79023	barcode79023	7
read79024	barcode79024	6
read79025	barcode79025	6
read79026	barcode79026	9
read79027	barcode79027	5
read79028	barcode79028	9
read79029	barcode79029	12
read79030	barcode79030	7
read79031	barcode79031	7
read79032	barcode79032	4
read79033	barcode79033	6
read79034	barcode79034	5
read79035	barcode79035	8
read79036	barcode79036	6
read79037	barcode79037	2
read79038	barcode79038	6
read79039	barcode79039	8
read79040	barcode79040	7
read79041	barcode79041	7
read79042	barcode79042	5
read79043	barcode79043	12
read79044	barcode79044	9
read79045	barcode79045	9
read79046	barcode79046	5
read79047	barcode79047	12
read79048	barcode79048	6
read79049	barcode79049	8
read79050	barcode79050	8
read79051	barcode79051	6
read79052	barcode79052	11
read79053	barcode79053	8
read79054	barcode79054	4
read79055	barcode79055	5
read79056	barcode79056	7
read79057	barcode79057	5
read79058	barcode79058	6
read79059	barcode79059	1
read79060	barcode79060	3
read79061	barcode79061	6
read79062	barcode79062	9
read79063	barcode79063	5
read79064	barcode79064	4
read79065	barcode79065	8
read79066	barcode79066	7
read79067	barcode79067	9
read79068	barcode79068	9
read79069	barcode79069	9
read79070	barcode79070	6
read79071	barcode79071	6
read79072	barcode79072	6
read79073	barcode79073	7
read79074	barcode79074	12
read79075	barcode79075	5
read79076	barcode79076	5
read79077	barcode79077	3
read79078	barcode79078	5
read79079	barcode79079	2
read79080	barcode79080	10
read79081	barcode79081	3
read79082	barcode79082	6
read79083	barcode79083	7
read79084	barcode79084	9
read79085	barcode79085	5
read79086	barcode79086	5
read79087	barcode79087	6
read79088	barcode79088	7
read79089	barcode79089	4
read79090	barcode79090	8
read79091	barcode79091	7
read79092	barcode79092	7
read79093	barcode79093	9
read79094	barcode79094	8
read79095	barcode79095	7
read79096	barcode79096	6
read79097	barcode79097	6
read79098	barcode79098	3
read79099	barcode79099	5
read79100	barcode79100	3
read79101	barcode79101	8
read79102	barcode79102	8
read79103	barcode79103	6
read79104	barcode79104	6
read79105	barcode79105	6
read79106	barcode79106	5
read79107	barcode79107	7
read79108	barcode79108	6
read79109	barcode79109	8
read79110	barcode79110	2
read79111	barcode79111	3
read79112	barcode79112	8
read79113	barcode79113	7
read79114	barcode79114	6
read79115	barcode79115	8
read79116	barcode79116	4
read79117	barcode79117	7
read79118	barcode79118	6
read79119	barcode79119	7
read79120	barcode79120	6
read79121	barcode79121	3
read79122	barcode79122	7
read79123	barcode79123	3
read79124	barcode79124	5
read79125	barcode79125	10
read79126	barcode79126	6
read79127	barcode79127	8
read79128	barcode79128	3
read79129	barcode79129	5
read79130	barcode79130	8
read79131	barcode79131	6
read79132	barcode79132	8
read79133	barcode79133	6
read79134	barcode79134	7
read79135	barcode79135	6
read79136	barcode79136	4
read79137	barcode79137	5
read79138	barcode79138	10
read79139	barcode79139	7
read79140	barcode79140	3
read79141	barcode79141	8
read79142	barcode79142	9
read79143	barcode79143	9
read79144	barcode79144	6
read79145	barcode79145	6
read79146	barcode79146	14
read79147	barcode79147	11
read79148	barcode79148	7
read79149	barcode79149	4
read79150	barcode79150	7
read79151	barcode79151	8
read79152	barcode79152	3
read79153	barcode79153	7
read79154	barcode79154	3
read79155	barcode79155	6
read79156	barcode79156	11
read79157	barcode79157	6
read79158	barcode79158	7
read79159	barcode79159	8
read79160	barcode79160	7
read79161	barcode79161	7
read79162	barcode79162	4
read79163	barcode79163	6
read79164	barcode79164	5
read79165	barcode79165	4
read79166	barcode79166	5
read79167	barcode79167	5
read79168	barcode79168	3
read79169	barcode79169	4
read79170	barcode79170	3
read79171	barcode79171	7
read79172	barcode79172	4
read79173	barcode79173	9
read79174	barcode79174	6
read79175	barcode79175	4
read79176	barcode79176	7
read79177	barcode79177	5
read79178	barcode79178	10
read79179	barcode79179	10
read79180	barcode79180	9
read79181	barcode79181	11
read79182	barcode79182	10
read79183	barcode79183	7
read79184	barcode79184	5
read79185	barcode79185	9
read79186	barcode79186	6
read79187	barcode79187	6
read79188	barcode79188	3
read79189	barcode79189	6
read79190	barcode79190	5
read79191	barcode79191	7
read79192	barcode79192	9
read79193	barcode79193	5
read79194	barcode79194	6
read79195	barcode79195	5
read79196	barcode79196	12
read79197	barcode79197	9
read79198	barcode79198	8
read79199	barcode79199	6
read79200	barcode79200	5
read79201	barcode79201	8
read79202	barcode79202	5
read79203	barcode79203	4
read79204	barcode79204	8
read79205	barcode79205	5
read79206	barcode79206	9
read79207	barcode79207	8
read79208	barcode79208	1
read79209	barcode79209	5
read79210	barcode79210	9
read79211	barcode79211	7
read79212	barcode79212	7
read79213	barcode79213	4
read79214	barcode79214	5
read79215	barcode79215	3
read79216	barcode79216	8
read79217	barcode79217	7
read79218	barcode79218	7
read79219	barcode79219	6
read79220	barcode79220	8
read79221	barcode79221	5
read79222	barcode79222	5
read79223	barcode79223	7
read79224	barcode79224	10
read79225	barcode79225	8
read79226	barcode79226	5
read79227	barcode79227	7
read79228	barcode79228	6
read79229	barcode79229	8
read79230	barcode79230	4
read79231	barcode79231	6
read79232	barcode79232	8
read79233	barcode79233	4
read79234	barcode79234	4
read79235	barcode79235	3
read79236	barcode79236	3
read79237	barcode79237	8
read79238	barcode79238	3
read79239	barcode79239	8
read79240	barcode79240	5
read79241	barcode79241	9
read79242	barcode79242	8
read79243	barcode79243	7
read79244	barcode79244	5
read79245	barcode79245	7
read79246	barcode79246	3
read79247	barcode79247	5
read79248	barcode79248	4
read79249	barcode79249	5
read79250	barcode79250	6
read79251	barcode79251	7
read79252	barcode79252	7
read79253	barcode79253	12
read79254	barcode79254	8
read79255	barcode79255	5
read79256	barcode79256	6
read79257	barcode79257	7
read79258	barcode79258	4
read79259	barcode79259	3
read79260	barcode79260	12
read79261	barcode79261	8
read79262	barcode79262	8
read79263	barcode79263	8
read79264	barcode79264	9
read79265	barcode79265	4
read79266	barcode79266	6
read79267	barcode79267	7
read79268	barcode79268	5
read79269	barcode79269	7
read79270	barcode79270	5
read79271	barcode79271	3
read79272	barcode79272	5
read79273	barcode79273	6
read79274	barcode79274	8
read79275	barcode79275	6
read79276	barcode79276	7
read79277	barcode79277	9
read79278	barcode79278	9
read79279	barcode79279	3
read79280	barcode79280	3
read79281	barcode79281	5
read79282	barcode79282	7
read79283	barcode79283	6
read79284	barcode79284	4
read79285	barcode79285	9
read79286	barcode79286	6
read79287	barcode79287	7
read79288	barcode79288	2
read79289	barcode79289	3
read79290	barcode79290	5
read79291	barcode79291	6
read79292	barcode79292	5
read79293	barcode79293	8
read79294	barcode79294	7
read79295	barcode79295	8
read79296	barcode79296	7
read79297	barcode79297	8
read79298	barcode79298	10
read79299	barcode79299	8
read79300	barcode79300	6
read79301	barcode79301	4
read79302	barcode79302	7
read79303	barcode79303	9
read79304	barcode79304	5
read79305	barcode79305	9
read79306	barcode79306	10
read79307	barcode79307	8
read79308	barcode79308	4
read79309	barcode79309	8
read79310	barcode79310	6
read79311	barcode79311	8
read79312	barcode79312	9
read79313	barcode79313	8
read79314	barcode79314	9
read79315	barcode79315	7
read79316	barcode79316	5
read79317	barcode79317	6
read79318	barcode79318	4
read79319	barcode79319	5
read79320	barcode79320	8
read79321	barcode79321	11
read79322	barcode79322	6
read79323	barcode79323	7
read79324	barcode79324	3
read79325	barcode79325	10
read79326	barcode79326	4
read79327	barcode79327	5
read79328	barcode79328	7
read79329	barcode79329	10
read79330	barcode79330	7
read79331	barcode79331	8
read79332	barcode79332	6
read79333	barcode79333	12
read79334	barcode79334	4
read79335	barcode79335	6
read79336	barcode79336	6
read79337	barcode79337	5
read79338	barcode79338	3
read79339	barcode79339	6
read79340	barcode79340	9
read79341	barcode79341	7
read79342	barcode79342	5
read79343	barcode79343	7
read79344	barcode79344	8
read79345	barcode79345	7
read79346	barcode79346	8
read79347	barcode79347	8
read79348	barcode79348	6
read79349	barcode79349	4
read79350	barcode79350	6
read79351	barcode79351	9
read79352	barcode79352	9
read79353	barcode79353	5
read79354	barcode79354	7
read79355	barcode79355	8
read79356	barcode79356	12
read79357	barcode79357	5
read79358	barcode79358	6
read79359	barcode79359	5
read79360	barcode79360	5
read79361	barcode79361	7
read79362	barcode79362	4
read79363	barcode79363	9
read79364	barcode79364	13
read79365	barcode79365	6
read79366	barcode79366	7
read79367	barcode79367	9
read79368	barcode79368	6
read79369	barcode79369	5
read79370	barcode79370	8
read79371	barcode79371	9
read79372	barcode79372	2
read79373	barcode79373	10
read79374	barcode79374	11
read79375	barcode79375	9
read79376	barcode79376	2
read79377	barcode79377	5
read79378	barcode79378	7
read79379	barcode79379	2
read79380	barcode79380	3
read79381	barcode79381	6
read79382	barcode79382	6
read79383	barcode79383	9
read79384	barcode79384	10
read79385	barcode79385	7
read79386	barcode79386	6
read79387	barcode79387	7
read79388	barcode79388	6
read79389	barcode79389	14
read79390	barcode79390	11
read79391	barcode79391	13
read79392	barcode79392	5
read79393	barcode79393	4
read79394	barcode79394	8
read79395	barcode79395	7
read79396	barcode79396	9
read79397	barcode79397	4
read79398	barcode79398	5
read79399	barcode79399	5
read79400	barcode79400	10
read79401	barcode79401	6
read79402	barcode79402	9
read79403	barcode79403	7
read79404	barcode79404	3
read79405	barcode79405	8
read79406	barcode79406	8
read79407	barcode79407	4
read79408	barcode79408	6
read79409	barcode79409	7
read79410	barcode79410	5
read79411	barcode79411	5
read79412	barcode79412	7
read79413	barcode79413	7
read79414	barcode79414	9
read79415	barcode79415	5
read79416	barcode79416	9
read79417	barcode79417	4
read79418	barcode79418	6
read79419	barcode79419	7
read79420	barcode79420	8
read79421	barcode79421	5
read79422	barcode79422	4
read79423	barcode79423	6
read79424	barcode79424	9
read79425	barcode79425	6
read79426	barcode79426	7
read79427	barcode79427	8
read79428	barcode79428	4
read79429	barcode79429	6
read79430	barcode79430	7
read79431	barcode79431	8
read79432	barcode79432	6
read79433	barcode79433	6
read79434	barcode79434	4
read79435	barcode79435	8
read79436	barcode79436	6
read79437	barcode79437	6
read79438	barcode79438	4
read79439	barcode79439	7
read79440	barcode79440	10
read79441	barcode79441	8
read79442	barcode79442	6
read79443	barcode79443	6
read79444	barcode79444	4
read79445	barcode79445	2
read79446	barcode79446	5
read79447	barcode79447	11
read79448	barcode79448	8
read79449	barcode79449	10
read79450	barcode79450	8
read79451	barcode79451	7
read79452	barcode79452	3
read79453	barcode79453	2
read79454	barcode79454	8
read79455	barcode79455	7
read79456	barcode79456	8
read79457	barcode79457	12
read79458	barcode79458	6
read79459	barcode79459	7
read79460	barcode79460	10
read79461	barcode79461	8
read79462	barcode79462	9
read79463	barcode79463	7
read79464	barcode79464	3
read79465	barcode79465	6
read79466	barcode79466	6
read79467	barcode79467	6
read79468	barcode79468	2
read79469	barcode79469	7
read79470	barcode79470	5
read79471	barcode79471	4
read79472	barcode79472	6
read79473	barcode79473	3
read79474	barcode79474	4
read79475	barcode79475	8
read79476	barcode79476	7
read79477	barcode79477	9
read79478	barcode79478	9
read79479	barcode79479	7
read79480	barcode79480	5
read79481	barcode79481	10
read79482	barcode79482	6
read79483	barcode79483	6
read79484	barcode79484	4
read79485	barcode79485	3
read79486	barcode79486	6
read79487	barcode79487	6
read79488	barcode79488	6
read79489	barcode79489	5
read79490	barcode79490	11
read79491	barcode79491	7
read79492	barcode79492	5
read79493	barcode79493	8
read79494	barcode79494	7
read79495	barcode79495	11
read79496	barcode79496	7
read79497	barcode79497	9
read79498	barcode79498	7
read79499	barcode79499	4
read79500	barcode79500	7
read79501	barcode79501	10
read79502	barcode79502	9
read79503	barcode79503	9
read79504	barcode79504	10
read79505	barcode79505	4
read79506	barcode79506	4
read79507	barcode79507	8
read79508	barcode79508	3
read79509	barcode79509	10
read79510	barcode79510	8
read79511	barcode79511	10
read79512	barcode79512	5
read79513	barcode79513	10
read79514	barcode79514	6
read79515	barcode79515	4
read79516	barcode79516	10
read79517	barcode79517	6
read79518	barcode79518	7
read79519	barcode79519	2
read79520	barcode79520	4
read79521	barcode79521	8
read79522	barcode79522	6
read79523	barcode79523	5
read79524	barcode79524	6
read79525	barcode79525	9
read79526	barcode79526	6
read79527	barcode79527	9
read79528	barcode79528	6
read79529	barcode79529	9
read79530	barcode79530	10
read79531	barcode79531	4
read79532	barcode79532	8
read79533	barcode79533	8
read79534	barcode79534	9
read79535	barcode79535	5
read79536	barcode79536	5
read79537	barcode79537	8
read79538	barcode79538	9
read79539	barcode79539	7
read79540	barcode79540	9
read79541	barcode79541	6
read79542	barcode79542	11
read79543	barcode79543	7
read79544	barcode79544	6
read79545	barcode79545	7
read79546	barcode79546	5
read79547	barcode79547	7
read79548	barcode79548	8
read79549	barcode79549	5
read79550	barcode79550	5
read79551	barcode79551	7
read79552	barcode79552	4
read79553	barcode79553	6
read79554	barcode79554	4
read79555	barcode79555	6
read79556	barcode79556	9
read79557	barcode79557	9
read79558	barcode79558	3
read79559	barcode79559	10
read79560	barcode79560	3
read79561	barcode79561	5
read79562	barcode79562	8
read79563	barcode79563	5
read79564	barcode79564	12
read79565	barcode79565	7
read79566	barcode79566	9
read79567	barcode79567	11
read79568	barcode79568	6
read79569	barcode79569	7
read79570	barcode79570	4
read79571	barcode79571	9
read79572	barcode79572	5
read79573	barcode79573	8
read79574	barcode79574	5
read79575	barcode79575	6
read79576	barcode79576	7
read79577	barcode79577	7
read79578	barcode79578	5
read79579	barcode79579	6
read79580	barcode79580	6
read79581	barcode79581	4
read79582	barcode79582	3
read79583	barcode79583	8
read79584	barcode79584	8
read79585	barcode79585	9
read79586	barcode79586	6
read79587	barcode79587	5
read79588	barcode79588	7
read79589	barcode79589	9
read79590	barcode79590	4
read79591	barcode79591	7
read79592	barcode79592	8
read79593	barcode79593	7
read79594	barcode79594	8
read79595	barcode79595	14
read79596	barcode79596	5
read79597	barcode79597	6
read79598	barcode79598	10
read79599	barcode79599	11
read79600	barcode79600	8
read79601	barcode79601	8
read79602	barcode79602	8
read79603	barcode79603	7
read79604	barcode79604	6
read79605	barcode79605	1
read79606	barcode79606	5
read79607	barcode79607	7
read79608	barcode79608	5
read79609	barcode79609	8
read79610	barcode79610	6
read79611	barcode79611	6
read79612	barcode79612	7
read79613	barcode79613	6
read79614	barcode79614	8
read79615	barcode79615	7
read79616	barcode79616	10
read79617	barcode79617	7
read79618	barcode79618	10
read79619	barcode79619	8
read79620	barcode79620	6
read79621	barcode79621	5
read79622	barcode79622	5
read79623	barcode79623	6
read79624	barcode79624	8
read79625	barcode79625	9
read79626	barcode79626	7
read79627	barcode79627	3
read79628	barcode79628	7
read79629	barcode79629	5
read79630	barcode79630	10
read79631	barcode79631	6
read79632	barcode79632	8
read79633	barcode79633	7
read79634	barcode79634	12
read79635	barcode79635	5
read79636	barcode79636	8
read79637	barcode79637	9
read79638	barcode79638	3
read79639	barcode79639	8
read79640	barcode79640	6
read79641	barcode79641	9
read79642	barcode79642	3
read79643	barcode79643	7
read79644	barcode79644	6
read79645	barcode79645	3
read79646	barcode79646	5
read79647	barcode79647	5
read79648	barcode79648	9
read79649	barcode79649	10
read79650	barcode79650	6
read79651	barcode79651	10
read79652	barcode79652	6
read79653	barcode79653	7
read79654	barcode79654	2
read79655	barcode79655	8
read79656	barcode79656	8
read79657	barcode79657	4
read79658	barcode79658	5
read79659	barcode79659	8
read79660	barcode79660	8
read79661	barcode79661	10
read79662	barcode79662	5
read79663	barcode79663	7
read79664	barcode79664	5
read79665	barcode79665	7
read79666	barcode79666	6
read79667	barcode79667	6
read79668	barcode79668	8
read79669	barcode79669	5
read79670	barcode79670	8
read79671	barcode79671	8
read79672	barcode79672	7
read79673	barcode79673	8
read79674	barcode79674	3
read79675	barcode79675	8
read79676	barcode79676	3
read79677	barcode79677	7
read79678	barcode79678	6
read79679	barcode79679	3
read79680	barcode79680	7
read79681	barcode79681	7
read79682	barcode79682	9
read79683	barcode79683	7
read79684	barcode79684	7
read79685	barcode79685	12
read79686	barcode79686	5
read79687	barcode79687	4
read79688	barcode79688	5
read79689	barcode79689	10
read79690	barcode79690	4
read79691	barcode79691	8
read79692	barcode79692	8
read79693	barcode79693	6
read79694	barcode79694	9
read79695	barcode79695	4
read79696	barcode79696	8
read79697	barcode79697	6
read79698	barcode79698	8
read79699	barcode79699	6
read79700	barcode79700	8
read79701	barcode79701	7
read79702	barcode79702	6
read79703	barcode79703	13
read79704	barcode79704	2
read79705	barcode79705	5
read79706	barcode79706	8
read79707	barcode79707	5
read79708	barcode79708	7
read79709	barcode79709	4
read79710	barcode79710	5
read79711	barcode79711	8
read79712	barcode79712	6
read79713	barcode79713	4
read79714	barcode79714	3
read79715	barcode79715	8
read79716	barcode79716	7
read79717	barcode79717	6
read79718	barcode79718	1
read79719	barcode79719	7
read79720	barcode79720	7
read79721	barcode79721	7
read79722	barcode79722	9
read79723	barcode79723	9
read79724	barcode79724	6
read79725	barcode79725	8
read79726	barcode79726	5
read79727	barcode79727	8
read79728	barcode79728	5
read79729	barcode79729	4
read79730	barcode79730	9
read79731	barcode79731	7
read79732	barcode79732	8
read79733	barcode79733	5
read79734	barcode79734	4
read79735	barcode79735	4
read79736	barcode79736	5
read79737	barcode79737	6
read79738	barcode79738	7
read79739	barcode79739	7
read79740	barcode79740	3
read79741	barcode79741	6
read79742	barcode79742	6
read79743	barcode79743	9
read79744	barcode79744	8
read79745	barcode79745	3
read79746	barcode79746	9
read79747	barcode79747	8
read79748	barcode79748	10
read79749	barcode79749	7
read79750	barcode79750	6
read79751	barcode79751	5
read79752	barcode79752	6
read79753	barcode79753	5
read79754	barcode79754	10
read79755	barcode79755	4
read79756	barcode79756	4
read79757	barcode79757	4
read79758	barcode79758	8
read79759	barcode79759	6
read79760	barcode79760	8
read79761	barcode79761	8
read79762	barcode79762	5
read79763	barcode79763	7
read79764	barcode79764	7
read79765	barcode79765	6
read79766	barcode79766	3
read79767	barcode79767	8
read79768	barcode79768	7
read79769	barcode79769	3
read79770	barcode79770	8
read79771	barcode79771	6
read79772	barcode79772	8
read79773	barcode79773	8
read79774	barcode79774	7
read79775	barcode79775	5
read79776	barcode79776	9
read79777	barcode79777	7
read79778	barcode79778	8
read79779	barcode79779	7
read79780	barcode79780	7
read79781	barcode79781	5
read79782	barcode79782	7
read79783	barcode79783	6
read79784	barcode79784	7
read79785	barcode79785	8
read79786	barcode79786	10
read79787	barcode79787	4
read79788	barcode79788	7
read79789	barcode79789	10
read79790	barcode79790	6
read79791	barcode79791	5
read79792	barcode79792	7
read79793	barcode79793	9
read79794	barcode79794	7
read79795	barcode79795	6
read79796	barcode79796	6
read79797	barcode79797	7
read79798	barcode79798	6
read79799	barcode79799	8
